,article_link,article_title,publisher_id,widget_status,date_published,project_id1,project_id2,project_id3,project_id4,project_id5,project_id6,edited_by_publisher,edited_by_newspark
1709,https://www.idsnews.com/article/2018/04/entkoreanight040518-5ac6f8d1d19eb,Korean Night to bring culture on campus,Indiana Daily Student,False,2018-04-06 00:00:00,29,16,20,,,,False,False
1710,https://www.idsnews.com/article/2018/01/spiuwbbpennbrief011218,IU’s Jaelynn Penn named women’s basketball Big Ten Freshman of the Week,Indiana Daily Student,False,2018-01-23 00:00:00,20,12,5,,,,False,False
1711,https://www.idsnews.com/article/2010/02/oscar-roll-call,Oscar roll call,Indiana Daily Student,False,2010-02-01 00:00:00,12,29,20,,,,False,False
1712,https://www.idsnews.com/article/2018/09/switchyard-looks-to-switch-up-the-idea-of-a-traditional-brewery,Switchyard looks to switch up the idea of a traditional brewery ,Indiana Daily Student,False,2018-09-09 00:00:00,29,20,16,,,,False,False
1713,https://www.idsnews.com/article/2018/02/spiubbfbi022318,Former IU assistant mentioned in connection to FBI investigation,Indiana Daily Student,False,2018-02-23 00:00:00,20,16,15,,,,False,False
1714,https://www.idsnews.com/article/2005/10/homecoming-2005,Homecoming 2005,Indiana Daily Student,False,2005-10-07 00:00:00,10,13,15,,,,False,False
1715,https://www.idsnews.com/article/2019/11/with-such-a-deep-roster-who-gets-the-start-for-iu-womens-basketball,"OPINION: With such a deep roster, who gets the start for IU women's basketball?",Indiana Daily Student,False,2019-11-07 00:00:00,15,5,20,,,,False,False
1716,https://www.idsnews.com/article/2005/04/love-scene-conjures-awkwardness-for-actors,'Love scene' conjures awkwardness for actors,Indiana Daily Student,False,2005-04-06 00:00:00,21,2,15,,,,False,False
1717,https://www.idsnews.com/article/2014/10/iusa-congress-passes-resolution-supporting-use-of-preferred-names-on-id,IUSA Congress passes resolution supporting use of preferred names on ID,Indiana Daily Student,False,2014-10-20 00:00:00,15,5,13,,,,False,False
1718,https://www.idsnews.com/article/2004/09/alter-bridge-resurrects-the-sound-of-creed,Alter Bridge resurrects the sound of Creed,Indiana Daily Student,False,2004-09-02 00:00:00,15,12,20,,,,False,False
1719,https://www.idsnews.com/article/2020/02/no-24-iu-defeats-minnesota-on-ali-patbergs-season-high-29-points,No. 24 IU defeats Minnesota on Ali Patberg’s season-high 29 points,Indiana Daily Student,False,2020-02-23 00:00:00,20,8,13,,,,False,False
1720,https://www.idsnews.com/article/2019/10/opinion-iu-football-deserves-a-big-crowd-against-northwestern,OPINION: IU football deserves a big crowd against Northwestern,Indiana Daily Student,False,2019-10-31 00:00:00,20,15,5,,,,False,False
1721,https://www.idsnews.com/article/2006/06/mourning-after,Mourning After,Indiana Daily Student,False,2006-06-07 00:00:00,27,28,9,,,,False,False
1722,https://www.idsnews.com/article/2002/02/camp-comedy-best-served-wet,Camp comedy best served wet,Indiana Daily Student,False,2002-02-06 00:00:00,12,20,29,,,,False,False
1723,https://www.idsnews.com/article/2017/09/kkk-depiction-in-iu-mural-reignites-debate,KKK depiction in IU mural reignites debate,Indiana Daily Student,False,2017-09-11 00:00:00,15,5,20,,,,False,False
1724,https://www.idsnews.com/article/2006/12/bright-withdraws-recount-contest-but-contends-loss,Bright withdraws recount contest but contends loss,Indiana Daily Student,False,2006-12-05 00:00:00,29,12,20,,,,False,False
1725,https://www.idsnews.com/article/2016/02/water-testing-controversies-continue,Local lawyer questions safety of Bloomington water,Indiana Daily Student,False,2016-02-02 00:00:00,5,12,20,,,,False,False
1726,https://www.idsnews.com/article/2006/01/idol-develops-mean-streak-in-season-5,'Idol' develops mean streak in season 5,Indiana Daily Student,False,2006-01-24 00:00:00,20,15,21,,,,False,False
1727,https://www.idsnews.com/article/2014/03/bates-motel,'Bates Motel',Indiana Daily Student,False,2014-03-06 00:00:00,5,15,21,,,,False,False
1728,https://www.idsnews.com/article/2011/10/between-the-sheets-ius-hidden-pornographic-past,Between the sheets: IU's hidden pornographic past,Indiana Daily Student,False,2011-10-10 00:00:00,15,2,20,,,,False,False
1729,https://www.idsnews.com/article/2018/04/how-iu-is-working-towards-making-its-dining-halls-zero-waste,How IU is working toward making its dining halls Zero Waste,Indiana Daily Student,False,2018-04-23 00:00:00,29,15,9,,,,False,False
1730,https://www.idsnews.com/article/2001/04/online-registration-sparks-change,Online registration sparks change,Indiana Daily Student,False,2001-04-02 00:00:00,12,29,15,,,,False,False
1731,https://www.idsnews.com/article/2019/06/new-academic-rank-approved-for-iu-lecturers,New academic rank approved for IU lecturers,Indiana Daily Student,False,2019-06-19 00:00:00,20,8,15,,,,False,False
1732,https://www.idsnews.com/article/2017/02/researchers-study-human-environment-interaction,Researchers study human-environment interaction,Indiana Daily Student,False,2017-02-12 00:00:00,20,24,13,,,,False,False
1733,https://www.idsnews.com/article/2015/11/trafficking,Panelists expose human trafficking in Bloomington ,Indiana Daily Student,False,2015-11-17 00:00:00,12,27,28,,,,False,False
1734,https://www.idsnews.com/article/2020/01/cicada-cinema-to-present-jim-jarmusch-film-series,Cicada Cinema to screen Jim Jarmusch film series,Indiana Daily Student,False,2020-01-14 00:00:00,20,12,16,,,,False,False
1735,https://www.idsnews.com/article/2019/12/where-will-iu-football-go-bowling,Where will IU football go bowling?,Indiana Daily Student,False,2019-12-04 00:00:00,12,5,15,,,,False,False
1736,https://www.idsnews.com/article/2017/12/ciiraq12717,Iraq Study group papers of Lee Hamilton now available digitally in IU libraries,Indiana Daily Student,False,2017-12-08 00:00:00,12,20,5,,,,False,False
1737,https://www.idsnews.com/article/2019/12/attorney-ken-nunn-donates-over-2-5-million-across-bloomington,Attorney Ken Nunn donates over $2.5 million across Bloomington,Indiana Daily Student,False,2019-12-15 00:00:00,8,20,10,,,,False,False
1738,https://www.idsnews.com/article/2014/12/bloomington-grandfather-recalls-his-olympic-gold-story,Bloomington grandfather recalls his Olympic gold story,Indiana Daily Student,False,2014-12-07 00:00:00,12,5,20,,,,False,False
1739,https://www.idsnews.com/article/2019/11/opinion-youre-not-helping-by-harassing-high-school-recruits-on-social-media,OPINION: You’re not helping by harassing high school recruits on social media,Indiana Daily Student,False,2019-11-20 00:00:00,9,24,27,,,,False,False
1740,https://www.idsnews.com/article/2016/10/chris-botti-and-band-came-home-again-with-lively-performance,Chris Botti and band brought performance back home,Indiana Daily Student,False,2016-10-16 00:00:00,20,5,12,,,,False,False
1741,https://www.idsnews.com/article/2016/02/rha-addresses-campus-safety,RHA addresses campus safety,Indiana Daily Student,False,2016-02-02 00:00:00,5,15,20,,,,False,False
1742,https://www.idsnews.com/article/2020/05/a-list-of-phone-number-website-resources-for-people-facing-hardships-in-quarantine,"A list of mental health, addiction, abuse resources to access from home",Indiana Daily Student,False,2020-05-11 00:00:00,20,29,24,,,,False,False
1743,https://www.idsnews.com/article/2018/09/five-hoosiers-score-in-the-win-over-vcu,Five Hoosiers score in the win over VCU,Indiana Daily Student,False,2018-09-08 00:00:00,12,5,15,,,,False,False
1744,https://www.idsnews.com/article/2019/01/camail013119-5c5375124cc1d,US Postal Services suspended in Indiana for cold weather,Indiana Daily Student,False,2019-01-31 00:00:00,5,12,15,,,,False,False
1745,https://www.idsnews.com/article/2009/10/mpri-patients-family-faces-uncertainty-fear,"MPRI patient’s family faces uncertainty, fear",Indiana Daily Student,False,2009-10-25 00:00:00,5,20,15,,,,False,False
1746,https://www.idsnews.com/article/2020/03/fortnite-gta-skyrim-and-sims-are-some-video-games-to-play-while-quarantined-column,COLUMN: Video games to play while quarantined ,Indiana Daily Student,False,2020-03-19 00:00:00,20,5,29,,,,False,False
1747,https://www.idsnews.com/article/2003/01/annual-arts-week-begins,Annual Arts Week begins,Indiana Daily Student,False,2003-01-24 00:00:00,21,11,5,,,,False,False
1748,https://www.idsnews.com/article/2018/10/iu-school-of-medicine-receives-44-7-million-towards-alzheimers-research,IU School of Medicine receives $44.7 million towards Alzheimer’s research,Indiana Daily Student,False,2018-10-18 00:00:00,13,20,5,,,,False,False
1749,https://www.idsnews.com/article/2003/09/the-final-season,The Final Season,Indiana Daily Student,False,2003-09-05 00:00:00,12,29,16,,,,False,False
1750,https://www.idsnews.com/article/2014/09/kelley-launches-online-magazine,Kelley launches online magazine,Indiana Daily Student,False,2014-09-14 00:00:00,12,20,15,,,,False,False
1751,https://www.idsnews.com/article/2011/04/james-hardy-returns-to-iu-to-get-his-degree-with-football-still-on-his-mind,James Hardy returns to IU to get his degree with football still on his mind,Indiana Daily Student,False,2011-04-07 00:00:00,5,15,20,,,,False,False
1752,https://www.idsnews.com/article/2019/08/three-takeaways-from-iu-footballs-2019-media-day,Three takeaways from IU football's 2019 media day,Indiana Daily Student,False,2019-08-01 00:00:00,11,15,5,,,,False,False
1753,https://www.idsnews.com/article/2018/09/9-million-grant-allows-indiana-schools-to-improve-mental-health-programs,$9 million grant allows Indiana schools to improve mental health programs,Indiana Daily Student,False,2018-09-25 00:00:00,8,21,13,,,,False,False
1754,https://www.idsnews.com/article/2016/04/former-iu-basketball-player-john-laskowski-and-his-son-opening-a-culvers-in-bloomington,Former IU basketball player John Laskowski and his son opening a Culver's in Bloomington,Indiana Daily Student,False,2016-04-06 00:00:00,20,12,15,,,,False,False
1755,https://www.idsnews.com/article/2020/01/iu-mens-basketball-ready-for-challenge-no-11-michigan-state-presents,IU men’s basketball ready for challenge No. 11 Michigan State presents,Indiana Daily Student,False,2020-01-21 00:00:00,20,5,15,,,,False,False
1756,https://www.idsnews.com/article/2004/06/whats-all-the-fuss,What's all the 'Fuss?',Indiana Daily Student,False,2004-06-24 00:00:00,21,2,24,,,,False,False
1757,https://www.idsnews.com/article/2014/04/avril-makes-it-complicated,Avril makes it complicated,Indiana Daily Student,False,2014-04-29 00:00:00,10,12,2,,,,False,False
1758,https://www.idsnews.com/article/2019/01/bloomingtons-first-snowstorm-of-the-season-to-hit-saturday,Bloomington’s first snowstorm of the season to hit Saturday,Indiana Daily Student,False,2019-01-11 00:00:00,20,12,29,,,,False,False
1759,https://www.idsnews.com/article/2018/08/spiufbbrief082418,Morgan Ellison returns to practice with IU football,Indiana Daily Student,False,2018-10-02 00:00:00,15,5,12,,,,False,False
1760,https://www.idsnews.com/article/2019/01/beer-lovers-puppy-lovers-welcome-at-switchyard-brewing-company,"Beer lovers, puppy lovers welcome at Switchyard Brewing Company",Indiana Daily Student,False,2019-01-28 00:00:00,5,20,15,,,,False,False
1761,https://www.idsnews.com/article/2016/12/column-the-artistry-behind-sleep-deprivation,COLUMN: The artistry behind sleep deprivation,Indiana Daily Student,False,2016-12-11 00:00:00,15,5,20,,,,False,False
1762,https://www.idsnews.com/article/2020/03/local-musician-compilation-benefits-sex-workers-during-coronavirus-outbreak,Local musician releases compilation to benefit sex workers during coronavirus outbreak,Indiana Daily Student,False,2020-03-31 00:00:00,15,16,20,,,,False,False
1763,https://www.idsnews.com/article/2020/04/iu-deploys-3d-printers-to-make-face-masks-to-fill-critical-need-in-hospitals,IU deploys 3D printers to make face masks to fill critical need in area hospitals,Indiana Daily Student,False,2020-04-06 00:00:00,21,8,15,,,,False,False
1764,https://www.idsnews.com/article/2009/09/maurice-creek-cleared-to-play-2009-basketball,Maurice Creek cleared to play 2009 basketball,Indiana Daily Student,False,2009-09-01 00:00:00,20,5,15,,,,False,False
1765,https://www.idsnews.com/article/2003/09/hipsters-and-hillbillies-the-evolution-of-mr-show-5b9c344022611,Hipsters and hillbillies: The evolution of 'Mr. Show,Indiana Daily Student,False,2003-09-24 00:00:00,15,5,20,,,,False,False
1766,https://www.idsnews.com/article/2017/04/latinx-thematic-community-to-focus-on-connections,Latinx thematic community to focus on connections,Indiana Daily Student,False,2017-04-30 00:00:00,2,5,13,,,,False,False
1767,https://www.idsnews.com/article/2016/09/rps-dining-services-now-mostly-fully-staffed,RPS Dining Services now mostly fully staffed,Indiana Daily Student,False,2016-09-29 00:00:00,12,8,29,,,,False,False
1768,https://www.idsnews.com/article/2007/01/killing-the-messenger,Killing the messenger,Indiana Daily Student,False,2007-01-24 00:00:00,27,28,9,,,,False,False
1769,https://www.idsnews.com/article/2017/12/entkinsey12-5-17,Kinsey Confidential:  Answering a question about unconventional orgasms,Indiana Daily Student,False,2017-12-06 00:00:00,20,12,29,,,,False,False
1770,https://www.idsnews.com/article/2020/06/donaven-mcculley-projects-to-be-iu-footballs-quarterback-of-the-future,Donaven McCulley projects to be IU football’s quarterback of the future,Indiana Daily Student,False,2020-06-14 00:00:00,5,20,15,,,,False,False
1771,https://www.idsnews.com/article/2018/03/man-arrested-for-sexual-battery-after-allegedly-trying-to-force-threesome,Man arrested after allegedly trying to force threesome,Indiana Daily Student,False,2018-03-28 00:00:00,29,9,20,,,,False,False
1772,https://www.idsnews.com/article/2019/04/bloomington-named-insurifys-greenest-city-in-indiana,"Bloomington named Insurify's ""greenest"" city in Indiana",Indiana Daily Student,False,2019-04-15 00:00:00,20,5,12,,,,False,False
1773,https://www.idsnews.com/article/2019/12/sloppy-ball-control-ends-season-for-iu-mens-soccer,Sloppy ball control ends season for IU men’s soccer,Indiana Daily Student,False,2019-12-01 00:00:00,15,20,2,,,,False,False
1774,https://www.idsnews.com/article/2005/02/demystifying-kabbalah,Demystifying Kabbalah,Indiana Daily Student,False,2005-02-16 00:00:00,12,27,28,,,,False,False
1775,https://www.idsnews.com/article/2002/12/the-twelve-days-of-christmas-in-sports,The twelve days of Christmas in sports,Indiana Daily Student,False,2002-12-17 00:00:00,15,21,11,,,,False,False
1776,https://www.idsnews.com/article/2012/11/police-arrest-ala-man-for-attack-following-bloomington-group-sex-arrangement,Police arrest Ala. man for attack following Bloomington group sex arrangement,Indiana Daily Student,False,2012-11-29 00:00:00,20,12,16,,,,False,False
1777,https://www.idsnews.com/article/2018/03/specarboretum,The changing landscape of the IU Arboretum,Indiana Daily Student,False,2018-03-01 00:00:00,3,15,27,,,,False,False
1778,https://www.idsnews.com/article/2020/02/iu-holds-on-to-knock-off-no-9-penn-state-68-60,IU holds on to knock off No. 9 Penn State 68-60,Indiana Daily Student,False,2020-02-23 00:00:00,13,8,20,,,,False,False
1779,https://www.idsnews.com/article/2020/07/5-former-hoosiers-make-initial-roster-for-2020-mlb-season,5 former Hoosiers make initial roster for 2020 MLB season,Indiana Daily Student,True,2020-07-01 00:00:00,15,10,13,,,,False,False
1780,https://www.idsnews.com/article/2014/02/sorority-rejoins-greek-community,Sorority rejoins greek community,Indiana Daily Student,False,2014-02-06 00:00:00,5,15,12,,,,False,False
1781,https://www.idsnews.com/article/2019/07/man-leaves-hospital-breaks-into-office-steals-company-car,"Man leaves hospital, breaks into office, steals company car",Indiana Daily Student,False,2019-07-23 00:00:00,5,15,20,,,,False,False
1782,https://www.idsnews.com/article/2019/09/three-takeaways-from-mondays-football-presser-5d8a555e106c7,Three takeaways from Monday’s football presser,Indiana Daily Student,False,2019-09-24 00:00:00,5,20,12,,,,False,False
1783,https://www.idsnews.com/article/2018/07/entbestofweekend072318,"Brace yourselves, autumn is coming",Indiana Daily Student,False,2018-07-26 00:00:00,20,16,15,,,,False,False
1784,https://www.idsnews.com/article/2000/10/intense-practice-results-in-sacrifice,Intense practice results in sacrifice,Indiana Daily Student,False,2000-10-20 00:00:00,29,15,21,,,,False,False
1785,https://www.idsnews.com/article/2020/02/race-thompson-emerges-once-again-to-help-iu-mens-basketball-down-minnesota,Race Thompson emerges once again to help IU men’s basketball down Minnesota,Indiana Daily Student,False,2020-02-20 00:00:00,20,5,29,,,,False,False
1786,https://www.idsnews.com/article/2009/11/14-year-old-girl-sexually-assaulted-in-crestmont-park,14-year-old girl sexually assaulted in Crestmont Park,Indiana Daily Student,False,2009-11-04 00:00:00,20,29,12,,,,False,False
1787,https://www.idsnews.com/article/2019/05/ids-investigation-finds-iu-mckinney-fountain-overusing-water,IDS investigation finds McKinney Fountain overusing water,Indiana Daily Student,False,2019-05-01 00:00:00,5,20,15,,,,False,False
1788,https://www.idsnews.com/article/2020/02/the-rolling-stones-of-hip-hop-bone-thugs-n-harmony-perform-at-the-bluebird-nightclub,‘The Rolling Stones of hip hop’: Bone Thugs-N-Harmony perform at the Bluebird Nightclub,Indiana Daily Student,False,2020-02-09 00:00:00,15,20,5,,,,False,False
1789,https://www.idsnews.com/article/2017/05/gardner-resigns,Gardner resigns as softball coach,Indiana Daily Student,False,2017-05-24 00:00:00,29,15,20,,,,False,False
1790,https://www.idsnews.com/article/2019/12/opinion-iu-faces-its-first-test-with-florida-state,OPINION: IU faces its first test with Florida State,Indiana Daily Student,False,2019-12-02 00:00:00,15,20,5,,,,False,False
1791,https://www.idsnews.com/article/2005/04/earth-offers-shoes-with-pain-reducing-technology,'Earth' offers shoes with pain-reducing technology,Indiana Daily Student,False,2005-04-21 00:00:00,15,27,28,,,,False,False
1792,https://www.idsnews.com/article/2019/02/big-names-in-comedy-to-perform-at-the-comedy-attic-this-month,Big names in comedy to perform at the Comedy Attic this month,Indiana Daily Student,False,2019-02-06 00:00:00,20,16,12,,,,False,False
1793,https://www.idsnews.com/article/2016/10/iu-oxfam-club-starts-period-challenge,IU Oxfam Club starts period challenge,Indiana Daily Student,False,2016-10-20 00:00:00,29,12,20,,,,False,False
1794,https://www.idsnews.com/article/2017/01/jesse-eisenberg-plays-trivia-at-players-pub,Player Pub presents trivia night,Indiana Daily Student,False,2017-01-30 00:00:00,15,20,5,,,,False,False
1795,https://www.idsnews.com/article/2019/03/the-death-penalty-should-be-abolished-countrywide,COLUMN: The death penalty should be abolished countrywide,Indiana Daily Student,False,2019-03-17 00:00:00,5,20,15,,,,False,False
1796,https://www.idsnews.com/article/2018/10/follow-canada-in-weed-legalization,EDITORIAL: Follow Canada in weed legalization,Indiana Daily Student,False,2018-10-26 00:00:00,20,12,15,,,,False,False
1797,https://www.idsnews.com/article/2017/10/sigma-nu-suspended-over-hazing-alcohol-violations,"Sigma Nu suspended over hazing, alcohol violations",Indiana Daily Student,False,2017-10-11 00:00:00,20,5,12,,,,False,False
1798,https://www.idsnews.com/article/2020/04/iu-chemistry-professor-dennis-peters-dies-from-complications-of-covid-19,IU chemistry professor Dennis Peters dies from complications of COVID-19,Indiana Daily Student,False,2020-04-14 00:00:00,15,5,11,,,,False,False
1799,https://www.idsnews.com/article/2017/10/experts-say-pit-bulls-are-not-more-aggressive-than-other-breeds,Experts say pit bulls are not more aggressive than other breeds,Indiana Daily Student,False,2017-10-26 00:00:00,21,10,11,,,,False,False
1800,https://www.idsnews.com/article/2018/07/studentfinancialaidparentguide,Helping your student with financial aid,Indiana Daily Student,False,2018-07-12 00:00:00,27,28,9,,,,False,False
1801,https://www.idsnews.com/article/2020/05/iu-football-brings-in-graduate-transfer-khameron-taylor-as-tight-end,IU football brings in graduate transfer tight end Khameron Taylor,Indiana Daily Student,False,2020-05-21 00:00:00,29,20,12,,,,False,False
1802,https://www.idsnews.com/article/2020/07/opinion-tiktok-normalizes-disordered-eating,OPINION: TikTok normalizes disordered eating,Indiana Daily Student,True,2020-07-23 00:00:00,15,9,20,,,,False,False
1803,https://www.idsnews.com/article/2018/03/rps-opens-spring-break-housing,RPS opens spring break housing,Indiana Daily Student,False,2018-03-08 00:00:00,20,5,12,,,,False,False
1804,https://www.idsnews.com/article/2006/02/free-testing-to-be-offered-for-aids-awareness-week,Free testing to be offered for AIDS Awareness Week,Indiana Daily Student,False,2006-02-07 00:00:00,20,15,5,,,,False,False
1805,https://www.idsnews.com/article/2003/11/long-distance-love,Long-distance love,Indiana Daily Student,False,2003-11-06 00:00:00,16,20,24,,,,False,False
1806,https://www.idsnews.com/article/2000/10/austin-leaves-mark-on-raw,Austin leaves mark on 'Raw',Indiana Daily Student,False,2000-10-04 00:00:00,12,20,5,,,,False,False
1807,https://www.idsnews.com/article/2017/10/kaleidoscopic-steampunk-letoile-presented-at-musical-arts-center,Kaleidoscopic steampunk 'L’Etoile' presented at Musical Arts Center,Indiana Daily Student,False,2017-10-16 00:00:00,9,20,12,,,,False,False
1808,https://www.idsnews.com/article/2012/02/holding-on-to-the-past-surviving-the-present,"Holding on to the past, surviving the present",Indiana Daily Student,False,2012-02-20 00:00:00,9,27,28,,,,False,False
1809,https://www.idsnews.com/article/2019/11/opinion-colts-season-seems-lost-after-performance-against-dolphins,OPINION: Colts’ season seems lost after performance against Dolphins,Indiana Daily Student,False,2019-11-14 00:00:00,15,21,20,,,,False,False
1810,https://www.idsnews.com/article/2011/08/new-baseballsoftball-complex-will-displace-intramural-athletes,New baseball/softball complex will displace intramural athletes,Indiana Daily Student,False,2011-08-26 00:00:00,20,29,16,,,,False,False
1811,https://www.idsnews.com/article/2019/04/iu-to-organize-press-conference-on-mumps-outbreak,IU to organize press conference on mumps outbreak ,Indiana Daily Student,False,2019-04-21 00:00:00,15,20,12,,,,False,False
1812,https://www.idsnews.com/article/2018/04/enthorroriu041718,The Woman in Black and other ghosts haunt IU's campus,Indiana Daily Student,False,2018-04-19 00:00:00,15,5,20,,,,False,False
1813,https://www.idsnews.com/article/2019/07/yogi-ferrells-contract-guaranteed-through-2019-20-season,Yogi Ferrell's contract guaranteed through 2019-20 season,Indiana Daily Student,False,2019-07-08 00:00:00,13,20,16,,,,False,False
1814,https://www.idsnews.com/article/2018/11/things-fall-apart-is-the-post-thanksgiving-read,‘Things Fall Apart’ is the post-Thanksgiving read,Indiana Daily Student,False,2018-11-26 00:00:00,9,27,28,,,,False,False
1815,https://www.idsnews.com/article/2005/05/even-used-some-prius-cars-selling-for-above-sticker-price,"Even used, some Prius cars selling for above sticker price",Indiana Daily Student,False,2005-05-05 00:00:00,15,20,5,,,,False,False
1816,https://www.idsnews.com/article/2013/02/loops-on-loops-on-loops,Loops on loops on loops,Indiana Daily Student,False,2013-02-21 00:00:00,21,11,2,,,,False,False
1817,https://www.idsnews.com/article/2014/10/oped-shoot-for-the-stars,Shoot for the stars,Indiana Daily Student,False,2014-10-13 00:00:00,2,21,15,,,,False,False
1818,https://www.idsnews.com/article/2014/11/heterosexuals-support-legal-rights-of-same-sex-couples-not-pda,"Study: Heterosexuals support legal rights of same-sex couples, not PDA",Indiana Daily Student,False,2014-11-20 00:00:00,21,24,15,,,,False,False
1819,https://www.idsnews.com/article/2017/01/sorority-recruitment-ends-with-chapter-bids,Women receive bids for sororities,Indiana Daily Student,False,2017-01-18 00:00:00,21,2,15,,,,False,False
1820,https://www.idsnews.com/article/2015/09/editorial-the-elephant-in-the-room-us-should-take-in-syrian-refugees-sooner,"EDITORIAL: ​The elephant in the room: U.S. should take in Syrian refugees sooner

",Indiana Daily Student,False,2015-09-20 00:00:00,20,15,21,,,,False,False
1821,https://www.idsnews.com/article/2017/06/roger-waters-keeps-floyd-sound,Roger Waters keeps the Floyd sound intact in his scathing album against Trump,Indiana Daily Student,False,2017-06-04 00:00:00,20,12,29,,,,False,False
1822,https://www.idsnews.com/article/2014/09/iupd-in-possession-of-military-surplus,IUPD in possession of military surplus,Indiana Daily Student,False,2014-09-17 00:00:00,29,15,12,,,,False,False
1823,https://www.idsnews.com/article/2018/08/some-top-selfie-spots-to-visit-on-the-iucampus,Some top selfie spots to visit on the IU campus,Indiana Daily Student,False,2018-08-04 00:00:00,29,15,20,,,,False,False
1824,https://www.idsnews.com/article/2019/09/posted-sept-13,"Posted, Sept. 13: Scott Pelley at Presidents Hall, IU Football against Ohio State and Bob Dylan coming to Bloomington",Indiana Daily Student,False,2019-09-13 00:00:00,20,12,5,,,,False,False
1825,https://www.idsnews.com/article/2007/11/thomas-gives-iu-more-post-presence,Thomas gives IU more post presence,Indiana Daily Student,False,2007-11-15 00:00:00,20,5,10,,,,False,False
1826,https://www.idsnews.com/article/2016/03/iu-art-museum-solar-panel-installation,IU Art Museum leads green initiative with solar panel installation,Indiana Daily Student,False,2016-03-07 00:00:00,20,5,15,,,,False,False
1827,https://www.idsnews.com/article/2019/04/texas-tech-health-sciences-center-agrees-to-end-use-of-race-in-admissions-process,Texas Tech Health Sciences Center agrees to end use of race in admissions process,Indiana Daily Student,False,2019-04-10 00:00:00,15,5,20,,,,False,False
1828,https://www.idsnews.com/article/2015/09/five-friends-recital-honors-life-of-jacobs-student,Five Friends recital honors life of Jacobs student,Indiana Daily Student,False,2015-09-24 00:00:00,5,15,12,,,,False,False
1829,https://www.idsnews.com/article/2008/02/a-j-ratliff-latest-casualty-of-04-class,A.J. Ratliff latest casualty of '04 class,Indiana Daily Student,False,2008-02-13 00:00:00,20,12,5,,,,False,False
1830,https://www.idsnews.com/article/2019/06/nine-spending-bills-down-three-to-go-in-house-of-representatives,"Nine spending bills down, three to go in House of Representatives",Indiana Daily Student,False,2019-06-26 00:00:00,5,21,15,,,,False,False
1831,https://www.idsnews.com/article/2019/10/independent-council-candidate-wont-be-denounced-monroe-county-democrats-say,"Independent council candidate won’t be denounced, Monroe County Democrats say",Indiana Daily Student,False,2019-10-07 00:00:00,20,16,5,,,,False,False
1832,https://www.idsnews.com/article/2008/09/hope-isnt-gone-for-slipknot-fans,Hope isn’t gone for Slipknot fans,Indiana Daily Student,False,2008-09-03 00:00:00,2,29,10,,,,False,False
1833,https://www.idsnews.com/article/2019/02/review-iu-professors-book-of-delights-rekindles-childlike-wonder-of-the-world,REVIEW: IU professor’s ‘Book of Delights’ rekindles childlike wonder of the world,Indiana Daily Student,False,2019-02-12 00:00:00,15,5,20,,,,False,False
1834,https://www.idsnews.com/article/2020/02/iu-inches-closer-to-making-its-first-ncaa-tournament-under-archie-miller,IU inches closer to making its first NCAA Tournament under Archie Miller,Indiana Daily Student,False,2020-02-25 00:00:00,16,20,15,,,,False,False
1835,https://www.idsnews.com/article/2017/07/kirkwood-quiets-down-but-homelessness-problem-persists,Homeless population leaves People's Park as BPD policy changes,Indiana Daily Student,False,2017-07-05 00:00:00,5,15,2,,,,False,False
1836,https://www.idsnews.com/article/2018/12/iu-hillel-celebrates-hanukkah-with-party-information-about-birthright-israel-trip,"IU Hillel celebrates Hanukkah with party, information about Birthright Israel trip",Indiana Daily Student,False,2018-12-03 00:00:00,20,15,5,,,,False,False
1837,https://www.idsnews.com/article/2020/02/iu-among-top-producers-of-fulbright-u-s-student-program-for-fifth-year-in-a-row,IU among top producers of Fulbright U.S. Student Program for fifth year in a row,Indiana Daily Student,False,2020-02-11 00:00:00,20,5,12,,,,False,False
1838,https://www.idsnews.com/article/2019/09/clashes-on-umbrella-movement-anniversary-in-hong-kong,Clashes on Umbrella Movement anniversary in Hong Kong,Indiana Daily Student,False,2019-09-29 00:00:00,12,20,5,,,,False,False
1839,https://www.idsnews.com/article/2003/01/send-this-kangaroo-back-down-under,Send this kangaroo back down under,Indiana Daily Student,False,2003-01-23 00:00:00,12,29,20,,,,False,False
1840,https://www.idsnews.com/article/2019/02/city-council-candidate-daniel-bingham-to-focus-on-climate-as-biggest-issue-bloomington,City council candidate Daniel Bingham to focus on climate as biggest issue,Indiana Daily Student,False,2019-02-18 00:00:00,20,5,16,,,,False,False
1841,https://www.idsnews.com/article/2010/04/late-crash-aids-teters-victory,Late crash aids Teter's victory,Indiana Daily Student,False,2010-04-25 00:00:00,20,29,15,,,,False,False
1842,https://www.idsnews.com/article/2017/04/latin-american-gmos,COLUMN: GMOs in Latin America have a severe dark side,Indiana Daily Student,False,2017-04-23 00:00:00,12,29,20,,,,False,False
1843,https://www.idsnews.com/article/2019/11/center-for-the-study-of-the-middle-east-issues-apology-after-circulating-flier-with-anti-semetic-image-in-their-newsletter, Center for the Study of the Middle East apologizes after circulating flier with alleged anti-Semitic image ,Indiana Daily Student,False,2019-11-10 00:00:00,9,12,20,,,,False,False
1844,https://www.idsnews.com/article/2019/11/offensive-rebounding-effort-fuels-iu-mens-basketball-in-win-over-troy,Offensive rebounding effort fuels IU men's basketball in win over Troy,Indiana Daily Student,False,2019-11-17 00:00:00,15,20,5,,,,False,False
